id,name,brand,seoToken,variantDataIds,stockIndicator,url,size
409831210,Americain White Shirt,MJ Bale,mj-bale-americain-white-shirt-409831210-1,"['262090090', '262090180', '262090270', '262090360', '262090450', '262090540', '262090630', '262090720', '409805110', '409805200']",InStock,https://www.myer.com.au/p/mj-bale-americain-white-shirt-409831210-1,"['37', '38', '39', '40', '41', '42', '43', '44', '46', '36', '48', '50']"
262582030,Blackrock White Tux Shirt,MJ Bale,mj-bale-262582030-1,"['262122130', '262122220', '262122310', '262122400', '262122490', '262122670', '262122850']",InStock,https://www.myer.com.au/p/mj-bale-262582030-1,"['37', '38', '39', '40', '41', '42', '43', '44', '46']"
815392360,Classic Fit Denim Shirt,Polo Ralph Lauren,polo-ralph-lauren-classic-fit-denim-shirt-815392360-1,"['815370940', '815371030', '866694790', '876695590']",InStock,https://www.myer.com.au/p/polo-ralph-lauren-classic-fit-denim-shirt-815392360-1,"['XL', 'XS', 'S', 'M', 'L', 'XXL', 'XXXL']"
997839730,Check Overshirt,French Connection,french-connection-check-overshirt-in-burgundy,"['997830640', '997830730', '997830910']",InStock,https://www.myer.com.au/p/french-connection-check-overshirt-in-burgundy,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
808397110,Slim Fit Garment-Dyed Oxford Shirt,Polo Ralph Lauren,ralph-lauren-slim-fit-garment-dyed-oxford-shirt,['808365970'],InStock,https://www.myer.com.au/p/ralph-lauren-slim-fit-garment-dyed-oxford-shirt,"['XS', 'S', 'XL', 'XXL']"
815392540,Slim Fit Garment-Dyed Oxford Shirt,Polo Ralph Lauren,polo-ralph-lauren-slim-fit-garment-dyed-oxford-shirt,"['815371660', '815371750', '815371840', '815371930']",InStock,https://www.myer.com.au/p/ralph-lauren-slim-fit-garment-dyed-oxford-shirt,"['XS', 'S', 'XL', 'XXL']"
796763710,The Broadcloth Long Sleeve Shirt in Navy,Gant,gant-the-broadcloth-long-sleve-shirt,"['796740940', '796741030', '796741120', '796741210', '796741300', '796741390', '796741480', '846074350']",InStock,https://www.myer.com.au/p/gant-regular-broadcloth-long-sleve-shirt-black,"['S', 'M', 'L', 'XL', 'XXL', '4XL', '5XL', 'XS']"
848978830,Regular Broadcloth Long Sleeve Shirt in Black,Gant,gant-regular-broadcloth-long-sleve-shirt-black,"['848973070', '848973160', '848973250', '848973340']",InStock,https://www.myer.com.au/p/gant-regular-broadcloth-long-sleve-shirt-black,"['S', 'M', 'L', 'XL', 'XXL', '4XL', '5XL', 'XS']"
796763710_957027430,The Broadcloth Long Sleeve Shirt in Blue,Gant,gant-the-broadcloth-long-sleve-shirt-in-blue,['957027430'],LowStock,https://www.myer.com.au/p/gant-regular-broadcloth-long-sleve-shirt-black,"['S', 'M', 'L', 'XL', 'XXL', '4XL', '5XL', 'XS']"
796763800,The Broadcloth Long Sleeve Shirt in White,Gant,gant-the-broadcloth-long-sleve-shirt-796763800-1,"['796741570', '796741660', '796741750', '796741840', '796741930', '796742020', '877662190', '957027520']",InStock,https://www.myer.com.au/p/gant-regular-broadcloth-long-sleve-shirt-black,"['S', 'M', 'L', 'XL', 'XXL', '4XL', '5XL', 'XS']"
991629550_991624510,Cord Classic Fit Shirt,French Connection,french-connection-cord-classic-fit-shirt-in-blue,"['991624510', '991624600', '991624690', '991624780', '991624870', '991624960']",InStock,https://www.myer.com.au/p/french-connection-cord-classic-fit-shirt-in-green,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
997838650_997829470,Cord Classic Fit Shirt in Green,French Connection,french-connection-cord-classic-fit-shirt-in-green,"['997829650', '997829740', '997829830']",InStock,https://www.myer.com.au/p/french-connection-cord-classic-fit-shirt-in-green,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
991629550_991625050,Cord Classic Fit Shirt,French Connection,french-connection-cord-classic-fit-shirt-in-beige,"['991625050', '991625140', '991625230', '991625320', '991625410', '991625500']",InStock,https://www.myer.com.au/p/french-connection-cord-classic-fit-shirt-in-green,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
997838650_997830010,Cord Classic Fit Shirt in Brown,French Connection,french-connection-cord-classic-fit-shirt-in-brown,"['997830010', '997830100', '997830190', '997830280', '997830370']",InStock,https://www.myer.com.au/p/french-connection-cord-classic-fit-shirt-in-green,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
982705780,Archer Long Sleeve Stripe Shirt in Indigo,Blazer,blazer-archer-long-sleeve-stripe-shirt-in-indigo,"['982698400', '982698490']",InStock,https://www.myer.com.au/p/blazer-archer-long-sleeve-stripe-shirt-in-indigo,"['S', 'M', 'L', 'XL', 'XXL']"
598202650,Classic Oxford Long Sleeve Shirt White,Ben Sherman,ben-sherman-long-sleve-classic-oxford-white,"['598199410', '598199500', '598199590', '598199680', '598199770']",InStock,https://www.myer.com.au/p/ben-sherman-long-sleve-classic-oxford-white,"['S', 'M', 'L', 'XL', 'XXL']"
598202740,Classic Long Sleeve Shirt Blue,Ben Sherman,ben-sherman-long-sleve-classic-oxford-blue-shadow,"['598199860', '598199950', '598200040', '598200130', '598200220']",InStock,https://www.myer.com.au/p/ben-sherman-long-sleve-classic-oxford-white,"['S', 'M', 'L', 'XL', 'XXL']"
598202650,Classic Oxford Long Sleeve Shirt White,Ben Sherman,ben-sherman-long-sleve-classic-oxford-white,"['598199410', '598199500', '598199590', '598199680', '598199770']",InStock,https://www.myer.com.au/p/ben-sherman-long-sleve-classic-oxford-blue-shadow,"['S', 'M', 'L', 'XL', 'XXL']"
598202740,Classic Long Sleeve Shirt Blue,Ben Sherman,ben-sherman-long-sleve-classic-oxford-blue-shadow,"['598199860', '598199950', '598200040', '598200130', '598200220']",InStock,https://www.myer.com.au/p/ben-sherman-long-sleve-classic-oxford-blue-shadow,"['S', 'M', 'L', 'XL', 'XXL']"
706589200,Easy Care Check Long Sleeve Twill Shirt White,Gazman,gazman-easy-care-twill-check-long-sleve-shirt-706589200-1,"['706574080', '706574260', '706574350', '706574440']",InStock,https://www.myer.com.au/p/gazman-easy-care-twill-check-long-sleve-shirt-706589200-1,"['S', 'M', 'L', 'XL', 'XXL']"
974190160,Oxford Stripe Banker Long Sleeve Shirt in Beige,Gant,gant-oxford-stripe-banker-long-sleve-shirt-in-beige,"['974172790', '974172880', '974172970', '974173060']",InStock,https://www.myer.com.au/p/gant-the-oxford-banker-regular-button-down-in-pink,"['S', 'M', 'L', 'XL', 'XXL']"
848977570,Regular Oxford Banker Broadcloth Long Sleeve Shirt in Blue,Gant,gant-regular-oxford-banker-broadcloth-long-sleve-shirt,"['848965510', '848965600', '848965690', '848965780', '848965870']",InStock,https://www.myer.com.au/p/gant-the-oxford-banker-regular-button-down-in-pink,"['S', 'M', 'L', 'XL', 'XXL']"
992479510,The Oxford Banker Regular Button Down in Pink,Gant,gant-the-oxford-banker-regular-button-down-in-pink,"['993674260', '993674350', '993674440', '993674530', '993674620', '993674710', '993674800']",InStock,https://www.myer.com.au/p/gant-the-oxford-banker-regular-button-down-in-pink,"['S', 'M', 'L', 'XL', 'XXL']"
598202830,Chambray Long Sleeve Shirt Navy,Ben Sherman,ben-sherman-ls-chambray-dark-navy-598202830-1,"['598200310', '598200400', '598200490', '598200580', '598200670']",InStock,https://www.myer.com.au/p/ben-sherman-ls-chambray-dark-navy-598202830-1,"['S', 'M', 'L', 'XL', 'XXL']"
978395500,Tailored Brushed Leaf Print Long Sleeve Shirt in Grey,Gazman,gazman-tailored-brushed-leaf-print-long-sleeve-shirt-in-grey,"['978377050', '978377140', '978377230', '978377320', '978377410']",InStock,https://www.myer.com.au/p/gazman-tailored-brushed-leaf-print-long-sleeve-shirt-in-grey,"['S', 'M', 'L', 'XL', 'XXL']"
970976440,British Floral Print Long Sleeve Shirt in Multi,Ben Sherman,ben-sherman-british-floral-print-long-sleeve-shirt-in-multi,"['970961590', '970961680', '970961770', '970961860', '970961950']",InStock,https://www.myer.com.au/p/ben-sherman-british-floral-print-long-sleeve-shirt-in-multi,"['S', 'M', 'L', 'XL', 'XXL']"
970976350,Recycled Cotton Oxford Long Sleeve Shirt in Cream,Ben Sherman,ben-sherman-recycled-cotton-oxford-long-sleeve-shirt-in-cream,"['970961140', '970961230', '970961320', '970961410', '970961500']",InStock,https://www.myer.com.au/p/ben-sherman-recycled-cotton-oxford-long-sleeve-shirt-in-cream,"['S', 'M', 'L', 'XL', 'XXL']"
970976260,Indigo Gingham Check Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-indigo-gingham-check-long-sleeve-shirt-in-blue,"['970960690', '970960780', '970960870', '970960960', '970961050']",InStock,https://www.myer.com.au/p/ben-sherman-indigo-gingham-check-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
970975810,Oversized Brushed Check Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-oversized-brushed-check-long-sleeve-shirt-in-blue,"['970958440', '970958530', '970958620', '970958710', '970958800']",InStock,https://www.myer.com.au/p/ben-sherman-oversized-brushed-check-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
970975000,Puppytooth Long Sleeve Shirt in Grey,Ben Sherman,ben-sherman-puppytooth-long-sleeve-shirt-in-grey,"['970954390', '970954480', '970954570', '970954660', '970954750']",InStock,https://www.myer.com.au/p/ben-sherman-puppytooth-long-sleeve-shirt-in-orange,"['S', 'M', 'L', 'XL', 'XXL']"
970975450,Puppytooth Long Sleeve Shirt in Orange,Ben Sherman,ben-sherman-puppytooth-long-sleeve-shirt-in-orange,"['970956640', '970956730', '970956820', '970956910', '970957000']",InStock,https://www.myer.com.au/p/ben-sherman-puppytooth-long-sleeve-shirt-in-orange,"['S', 'M', 'L', 'XL', 'XXL']"
970975270,Herringbone Check Long Sleeve Shirt in Purple,Ben Sherman,ben-sherman-herringbone-check-long-sleeve-shirt-in-purple,"['970955740', '970955830', '970955920', '970956010', '970956100']",InStock,https://www.myer.com.au/p/ben-sherman-herringbone-check-long-sleeve-shirt-in-purple,"['S', 'M', 'L', 'XL', 'XXL']"
970812460,Herringbone Check Long Sleeve Shirt in Ocean Green,Ben Sherman,ben-sherman-herringbone-check-long-sleve-shirt-in-ocean-gren,"['970821730', '970821820', '970821910', '970822000', '970822090']",InStock,https://www.myer.com.au/p/ben-sherman-herringbone-check-long-sleeve-shirt-in-purple,"['S', 'M', 'L', 'XL', 'XXL']"
970975000,Puppytooth Long Sleeve Shirt in Grey,Ben Sherman,ben-sherman-puppytooth-long-sleeve-shirt-in-grey,"['970954390', '970954480', '970954570', '970954660', '970954750']",InStock,https://www.myer.com.au/p/ben-sherman-puppytooth-long-sleeve-shirt-in-grey,"['S', 'M', 'L', 'XL', 'XXL']"
970975450,Puppytooth Long Sleeve Shirt in Orange,Ben Sherman,ben-sherman-puppytooth-long-sleeve-shirt-in-orange,"['970956640', '970956730', '970956820', '970956910', '970957000']",InStock,https://www.myer.com.au/p/ben-sherman-puppytooth-long-sleeve-shirt-in-grey,"['S', 'M', 'L', 'XL', 'XXL']"
994076380,Diamond City Overshirt in Blue,Nomadic Paradise,nomadic-paradise-diamond-city-overshirt-in-blue,"['994089610', '994089700', '994089790', '994089880']",InStock,https://www.myer.com.au/p/nomadic-paradise-diamond-city-overshirt-in-blue,"['S', 'M', 'L', 'XL']"
996071590,Boxcar Overshirt in Black,Nomadic Paradise,nomadic-paradise-boxcar-overshirt-in-black,"['996075370', '996075460', '996075550', '996075640']",InStock,https://www.myer.com.au/p/nomadic-paradise-boxcar-overshirt-in-beige-994075750--1,"['S', 'M', 'L', 'XL']"
994075750,Boxcar Overshirt in Beige,Nomadic Paradise,nomadic-paradise-boxcar-overshirt-in-beige-994075750--1,"['994087000', '994087090', '994087180', '994087270']",InStock,https://www.myer.com.au/p/nomadic-paradise-boxcar-overshirt-in-beige-994075750--1,"['S', 'M', 'L', 'XL']"
987068710,Corduroy Overshirt in Blue,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-blue,"['987116590', '987116680', '987116770', '987116860', '987116950']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987071230,Corduroy Overshirt in Green,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-gren,"['987131710', '987131800', '987131890', '987131980', '987132070']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987071140,Corduroy Overshirt in White,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-white,"['987131080', '987131170', '987131260', '987131350', '987131440', '987131530']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987069430,Corduroy Overshirt in Brown,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-brown,"['987120820', '987120910', '987121000', '987121090', '987121180', '987121270']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987070870,Brushed Overshirt in Green,Tommy Hilfiger,tommy-hilfiger-brushed-overshirt-in-gren,"['987129460', '987129550', '987129640', '987129730', '987129820']",InStock,https://www.myer.com.au/p/tommy-hilfiger-brushed-overshirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987071050,Brushed Overshirt in White,Tommy Hilfiger,tommy-hilfiger-brushed-overshirt-in-white,"['987130540', '987130630', '987130720', '987130810', '987130900', '987130990']",InStock,https://www.myer.com.au/p/tommy-hilfiger-brushed-overshirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987068710,Corduroy Overshirt in Blue,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-blue,"['987116590', '987116680', '987116770', '987116860', '987116950']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-brown,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987071230,Corduroy Overshirt in Green,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-gren,"['987131710', '987131800', '987131890', '987131980', '987132070']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-brown,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987071140,Corduroy Overshirt in White,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-white,"['987131080', '987131170', '987131260', '987131350', '987131440', '987131530']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-brown,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
987069430,Corduroy Overshirt in Brown,Tommy Hilfiger,tommy-hilfiger-corduroy-overshirt-in-brown,"['987120820', '987120910', '987121000', '987121090', '987121180', '987121270']",InStock,https://www.myer.com.au/p/tommy-hilfiger-corduroy-overshirt-in-brown,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
994075030,Trusted Casual Long Sleeve Shirt in Multi,KSCY,kscy-trusted-casual-long-sleeve-shirt-in-multi,"['994084030', '994084120', '994084210', '994084300']",InStock,https://www.myer.com.au/p/kscy-trusted-casual-long-sleeve-shirt-in-multi,"['S', 'M', 'L', 'XL']"
992475280,Regular Poplin Micro Gingham Shirt in Orange,Gant,gant-regular-poplin-micro-gingham-shirt-in-orange,"['993646720', '993646810', '993646900', '993646990', '993647080', '993647170']",InStock,https://www.myer.com.au/p/gant-regular-poplin-micro-gingham-shirt-in-orange,"['S', 'M', 'L', 'XL', 'XXL']"
974188990,Small Tartan Twill Long Sleeve Shirt in Blue,Gant,gant-small-tartan-twill-long-sleve-shirt-in-blue,"['974167390', '974167480', '974167570', '974167660', '974167750']",InStock,https://www.myer.com.au/p/gant-regular-poplin-micro-gingham-shirt-in-orange,"['S', 'M', 'L', 'XL', 'XXL']"
974189080,Small Tartan Twill Long Sleeve Shirt in Red,Gant,gant-small-tartan-twill-long-sleve-shirt-in-red,"['974167930', '974168020', '974168110']",InStock,https://www.myer.com.au/p/gant-regular-poplin-micro-gingham-shirt-in-orange,"['S', 'M', 'L', 'XL', 'XXL']"
992475640,Regular Flannel Tartan Shirt in Green,Gant,gant-regular-flannel-tartan-shirt-in-green,"['993648880', '993648970', '993649060', '993649150', '993649240', '993649330']",InStock,https://www.myer.com.au/p/gant-regular-flannel-tartan-shirt-in-green,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
992475550,Regular Flannel Check Shirt in Blue,Gant,gant-regular-flannel-check-shirt-in-blue,"['993648340', '993648430', '993648520', '993648610', '993648700', '993648790']",InStock,https://www.myer.com.au/p/gant-regular-flannel-check-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
992475730,Regular Flannel Check Shirt in Yellow,Gant,gant-regular-flannel-check-shirt-in-yellow,"['993649420', '993649510', '993649690', '993649780', '993649870', '993649960']",InStock,https://www.myer.com.au/p/gant-regular-flannel-check-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
988928290,Holland Long Sleeve Check Shirt in Mustard Check,Marcs,marcs-holland-long-sleeve-check-shirt-in-mustard-check,"['988928380', '988928470', '988928560', '988928650', '988928740', '988928830']",InStock,https://www.myer.com.au/p/marcs-holland-long-sleeve-check-shirt-in-mustard-check,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
974191780,Corderoy Long Sleeve Shirt in Storm Green,Gant,gant-corderoy-long-sleve-shirt-in-storm-gren,"['974180890', '974180980', '974181070', '974181160']",InStock,https://www.myer.com.au/p/gant-corderoy-long-sleve-shirt-in-putty,"['S', 'M', 'L', 'XL', 'XXL']"
974191690,Corderoy Long Sleeve Shirt in Putty,Gant,gant-corderoy-long-sleve-shirt-in-putty,"['974180440', '974180530', '974180620', '974180710', '974180800']",InStock,https://www.myer.com.au/p/gant-corderoy-long-sleve-shirt-in-putty,"['S', 'M', 'L', 'XL', 'XXL']"
985706740,Academy Polo Shirt Blue,Nomadic Paradise,nomadic-paradise-academy-polo-shirt-blue,"['985712680', '985712770', '985712860', '985712950']",InStock,https://www.myer.com.au/p/nomadic-paradise-academy-polo-shirt-blue,"['S', 'M', 'L', 'XL']"
969647320,Earlwick Tailored Long Sleeve Shirt in Navy,Barbour,barbour-earlwick-tailored-long-sleeve-shirt-in-navy,"['969638140', '969638230', '969638320', '969638410', '969638500']",InStock,https://www.myer.com.au/p/barbour-earlwick-tailored-long-sleeve-shirt-in-navy,"['S', 'M', 'L', 'XL', 'XXL']"
974191510,Gingham Twill Long Sleeve Shirt in Hazelwood Beige,Gant,gant-gingham-twill-long-sleve-shirt-in-hazelwod-beige,"['974179540', '974179630', '974179720', '974179810', '974179900']",InStock,https://www.myer.com.au/p/gant-gingham-twill-long-sleve-shirt-in-assorted,"['S', 'M', 'L', 'XL', 'XXL']"
974189980,Gingham Twill Long Sleeve Shirt in Forest Green,Gant,gant-gingham-twill-long-sleve-shirt-in-forest-gren,"['974171890', '974171980', '974172070', '974172160', '974172250']",InStock,https://www.myer.com.au/p/gant-gingham-twill-long-sleve-shirt-in-assorted,"['S', 'M', 'L', 'XL', 'XXL']"
974191600,Gingham Twill Long Sleeve Shirt in Assorted,Gant,gant-gingham-twill-long-sleve-shirt-in-assorted,"['974179990', '974180080', '974180170', '974180260', '974180350']",InStock,https://www.myer.com.au/p/gant-gingham-twill-long-sleve-shirt-in-assorted,"['S', 'M', 'L', 'XL', 'XXL']"
974190070,Gingham Twill Long Sleeve Shirt in Evening Blue,Gant,gant-gingham-twill-long-sleve-shirt-in-evening-blue,"['974172340', '974172430', '974172520']",InStock,https://www.myer.com.au/p/gant-gingham-twill-long-sleve-shirt-in-assorted,"['S', 'M', 'L', 'XL', 'XXL']"
992475460,Flannel Check Over Shirt in Blue,Gant,gant-flannel-check-over-shirt-in-blue,"['993647800', '993647890', '993647980', '993648070', '993648160', '993648250']",InStock,https://www.myer.com.au/p/gant-flannel-check-over-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
986569210,Henri Long Sleeve Check Shirt in Navy,Marcs,marcs-henri-long-sleeve-check-shirt-in-navy,"['986569300', '986569390', '986569480', '986569570', '986569660', '986569750']",InStock,https://www.myer.com.au/p/marcs-henri-long-sleeve-check-shirt-in-navy,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
970974550,Geo Printed Cord Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-geo-printed-cord-long-sleeve-shirt-in-blue,"['970952140', '970952230', '970952320', '970952410', '970952500']",InStock,https://www.myer.com.au/p/ben-sherman-geo-printed-cord-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
970816150,House Tartan Long Sleeve Shirt in Orange,Ben Sherman,ben-sherman-house-tartan-long-sleeve-shirt-in-orange,"['970840180', '970840270', '970840360', '970840450', '970840540']",InStock,https://www.myer.com.au/p/ben-sherman-house-tartan-long-sleeve-shirt-in-orange,"['S', 'M', 'L', 'XL', 'XXL']"
970977610,Corduroy Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-corduroy-long-sleeve-shirt-in-blue,"['970967440', '970967530', '970967620', '970967710', '970967800']",InStock,https://www.myer.com.au/p/ben-sherman-corduroy-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
970978240,Corduroy Long Sleeve Shirt in Brown,Ben Sherman,ben-sherman-corduroy-long-sleeve-shirt-in-brown,"['970970590', '970970680', '970970770', '970970860']",InStock,https://www.myer.com.au/p/ben-sherman-corduroy-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
970974640,Crepe Gingham Check Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-crepe-gingham-check-long-sleeve-shirt-in-blue,"['970952590', '970952680', '970952770', '970952860', '970952950']",InStock,https://www.myer.com.au/p/ben-sherman-crepe-gingham-check-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
985928140,Bonded Tattersall Overshirt in Multi,Tommy Hilfiger,tommy-hilfiger-bonded-tattersall-overshirt-in-multi,"['985954690', '985954780', '985954870', '985954960', '985955050', '985955140']",InStock,https://www.myer.com.au/p/tommy-hilfiger-bonded-tattersall-overshirt-in-multi,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
985927870,Brushed Twill Long Sleeve Shirt in White,Tommy Hilfiger,tommy-hilfiger-brushed-twill-long-sleve-shirt-in-white,"['985952800', '985952890', '985952980', '985953070', '985953160', '985953250']",InStock,https://www.myer.com.au/p/tommy-hilfiger-brushed-twill-long-sleve-shirt-in-white,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
985927510,Brushed Twill Long Sleeve Shirt in Blue,Tommy Hilfiger,tommy-hilfiger-brushed-twill-long-sleve-shirt-in-blue,"['985950280', '985950370', '985950460', '985950550', '985950640', '985950730']",InStock,https://www.myer.com.au/p/tommy-hilfiger-brushed-twill-long-sleve-shirt-in-blue,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
985926610,Brushed Twill Long Sleeve Shirt in Red,Tommy Hilfiger,tommy-hilfiger-brushed-twill-long-sleve-shirt-in-red,"['985944070', '985944160', '985944250', '985944340']",InStock,https://www.myer.com.au/p/tommy-hilfiger-brushed-twill-long-sleve-shirt-in-blue,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
978395770,Tailored Casual Dot Print Long Sleeve Shirt in Blue,Gazman,gazman-tailored-casual-dot-print-long-sleeve-shirt-in-blue,"['978378400', '978378490', '978378580', '978378670', '978378760']",InStock,https://www.myer.com.au/p/gazman-tailored-casual-dot-print-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
938449630,Striped Button-Up Resort Shirt in Brown,American Eagle,american-eagle-striped-button-up-resort-shirt-in-brown,"['938406160', '938406250', '938406340', '938406430', '938406520']",InStock,https://www.myer.com.au/p/american-eagle-striped-button-up-resort-shirt-in-brown,"['S', 'M', 'L', 'XL', 'XXL']"
938449990,Micro Dot Button-Up Resort Shirt in Navy,American Eagle,american-eagle-micro-dot-button-up-resort-shirt-in-navy,"['938407960', '938408050', '938408140', '938408230', '938408320']",InStock,https://www.myer.com.au/p/american-eagle-micro-dot-button-up-resort-shirt-in-navy,"['S', 'M', 'L', 'XL', 'XXL']"
990396100,Arroyo Relaxed Short Sleeve Shirt in Beige,KSCY,kscy-arroyo-relaxed-short-sleeve-shirt-in-beige,"['990384400', '990384490', '990384580', '990384670', '990384760', '990384850']",InStock,https://www.myer.com.au/p/kscy-arroyo-relaxed-short-sleeve-shirt-in-beige,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
990396010,Toro Relaxed Short Sleeve Shirt in Grey,KSCY,kscy-toro-relaxed-short-sleeve-shirt-in-grey,"['990383860', '990383950', '990384040', '990384130', '990384220', '990384310']",InStock,https://www.myer.com.au/p/kscy-toro-relaxed-short-sleeve-shirt-in-grey,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
984834820,Check The Web Ls Shirt in Grey/Blue,Marcs,marcs-check-the-web-ls-shirt-in-grey-blue,"['984834910', '984835000', '984835090', '984835180', '984835270', '984835360']",InStock,https://www.myer.com.au/p/marcs-check-the-web-ls-shirt-in-grey-blue,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
984834190,Holland Long Sleeve Check Shirt in Blue Check,Marcs,marcs-holland-long-sleeve-check-shirt-in-blue-check,"['984834280', '984834370', '984834460', '984834550', '984834640', '984834730']",InStock,https://www.myer.com.au/p/marcs-holland-long-sleeve-check-shirt-in-blue-check,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
984833560,Kaneki Long Sleeve Brushed Check Shirt in Blue/Grey,Marcs,marcs-kaneki-long-sleeve-brushed-check-shirt-in-blue-grey,"['984833650', '984833740', '984833830', '984833920', '984834010', '984834100']",InStock,https://www.myer.com.au/p/marcs-kaneki-long-sleeve-brushed-check-shirt-in-blue-grey,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
984832930,Blue You Are Long Sleeve Shirt in Blue Multi,Marcs,marcs-blue-you-are-long-sleeve-shirt-in-blue-multi,"['984833020', '984833110', '984833200', '984833290', '984833380', '984833470']",InStock,https://www.myer.com.au/p/marcs-blue-you-are-long-sleeve-shirt-in-blue-multi,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
970805710,Zapa Long Sleeve Shirt in Blue Multi,Breakaway,breakaway-zapa-long-sleeve-shirt-in-blue-multi,"['970785460', '970785550', '970785640', '970785730', '970785820', '970785910']",InStock,https://www.myer.com.au/p/breakaway-zapa-long-sleeve-shirt-in-blue-multi,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
970815430,Indigo Spot Print Long Sleeve Shirt in Blue,Ben Sherman,ben-sherman-indigo-spot-print-long-sleeve-shirt-in-blue,"['970836580', '970836670', '970836760', '970836850', '970836940']",InStock,https://www.myer.com.au/p/ben-sherman-indigo-spot-print-long-sleeve-shirt-in-blue,"['S', 'M', 'L', 'XL', 'XXL']"
975916900,Toyopa Relaxed Short Sleeve Shirt in Black,KSCY,kscy-toyopa-relaxed-short-sleeve-shirt-in-black,"['975907630', '975907720', '975907810', '975907900', '975907990', '975908080']",InStock,https://www.myer.com.au/p/kscy-toyopa-relaxed-short-sleeve-shirt-in-black,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']"
970814620,Oxford Stripe Long Sleeve Shirt in Red,Ben Sherman,ben-sherman-oxford-stripe-long-sleeve-shirt-in-red,"['970832530', '970832620', '970832710', '970832800', '970832890']",InStock,https://www.myer.com.au/p/ben-sherman-oxford-stripe-long-sleeve-shirt-in-red,"['S', 'M', 'L', 'XL', 'XXL']"
